assumption_label,audit_cost_micros,challenge_bond_micros,challenge_probability,claim_disposition,config_hash,fraud_value_micros,maturity_probability,origin,reward_micros,run_id,sample_size,scenario_id,source_hashes,uncertainty,watcher_expected_utility_micros,watchers
BONDED_AUDITOR_BACKSTOP_DECLARED,10000,100000,0.945557,SUPPORTED,a0f830852c8808d4fbd5599802b709cb07e452661d0dedd9b9b4225fd6ec3454,2000000,0.059326,REPRODUCIBLE_SIMULATION,250000,publication-e5-simulation-v1,2,publication-shared-backstop,1ded94adbbd965cc21c246f40be6367c9a33fb586a6c770f4787f75365259e44|54f7d4df156aac42743478d1f65607561c18a7a37c97f64b0a8b705e1616d95d,invalid_maturity_interval,17810.668945,4
INDEPENDENT_WATCHERS_DECLARED,10000,100000,0.675781,SUPPORTED,a0f830852c8808d4fbd5599802b709cb07e452661d0dedd9b9b4225fd6ec3454,2000000,0.414307,REPRODUCIBLE_SIMULATION,250000,publication-e5-simulation-v1,2,publication-independent-baseline,1ded94adbbd965cc21c246f40be6367c9a33fb586a6c770f4787f75365259e44|54f7d4df156aac42743478d1f65607561c18a7a37c97f64b0a8b705e1616d95d,invalid_maturity_interval,34808.959961,4
